,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
73037,card 1160,2023-04-20,1900-01-01 12:39:49,542.0,Chip,1.0,USA,CP,Yes,No,acquirer 6,merchant 67,5541.0,No
51977,card 1160,2023-04-22,1900-01-01 09:45:38,512.0,Magnetic Stripe,1.0,USA,CP,No,No,acquirer 53,merchant 34,7523.0,No
75571,card 1160,2023-04-28,1900-01-01 17:32:09,1292.0,Paypass - Contactless,15.2,USA,CP,Yes,No,acquirer 6,merchant 109,5814.0,No
35218,card 1160,2023-05-01,1900-01-01 13:14:44,512.0,Chip,1.0,USA,CP,Yes,No,acquirer 6,merchant 67,5541.0,No
56753,card 1160,2023-05-06,1900-01-01 13:41:03,862.0,Chip,1.0,USA,CP,Yes,No,acquirer 6,merchant 67,5541.0,No
28249,card 1160,2023-05-10,1900-01-01 12:47:54,672.0,Magnetic Stripe,1.0,USA,CP,No,No,acquirer 6,merchant 34,7523.0,No
33238,card 1160,2023-05-15,1900-01-01 16:13:21,1387.0,Online,35.0,USA,CNP,No,No,acquirer 18,merchant 291,5814.0,No
40953,card 1160,2023-05-21,1900-01-01 21:26:13,917.0,Online,3.99,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,Yes
1669,card 1179,2023-01-19,1900-01-01 07:36:49,102.0,Unknown,0.0,USA,CNP,No,No,acquirer 6,merchant 22,7372.0,No
4374,card 1179,2023-01-21,1900-01-01 18:34:55,1067.0,Chip,25.86,USA,CP,Yes,No,acquirer 18,merchant 1090,5331.0,Yes
5927,card 1179,2023-01-21,1900-01-01 18:47:00,1597.0,Chip,14.75,USA,CP,Yes,No,acquirer 24,merchant 1770,5331.0,Yes
92475,card 1179,2023-01-21,1900-01-01 17:50:41,167.0,Phone,0.0,USA,CNP,No,No,acquirer 6,merchant 22,7372.0,No
51075,card 1179,2023-01-24,1900-01-01 02:37:06,977.0,Online,3.06,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,Yes
54576,card 1179,2023-01-27,1900-01-01 20:52:11,152.0,Phone,0.0,USA,CNP,No,No,acquirer 6,merchant 22,7372.0,No
12147,card 1179,2023-01-28,1900-01-01 00:45:19,872.0,Online,2.15,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
63078,card 1179,2023-01-30,1900-01-01 23:42:35,842.0,Online,9.25,USA,CNP,No,No,acquirer 205,merchant 189,5814.0,No
39379,card 1179,2023-02-10,1900-01-01 13:15:36,117.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
82764,card 1239,2023-01-07,1900-01-01 15:53:01,747.0,Paypass - Contactless,45.75,GBR,CP,Yes,Yes,acquirer 14,merchant 771,5411.0,No
50685,card 1239,2023-01-10,1900-01-01 08:36:25,747.0,Paypass - Contactless,7.84,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
78081,card 1239,2023-01-11,1900-01-01 23:14:17,687.0,Paypass - Contactless,65.0,USA,CP,Yes,No,acquirer 1,merchant 56,8011.0,No
6613,card 1239,2023-01-12,,237.0,Subscription,0.0,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
6093,card 1239,2023-01-13,1900-01-01 08:47:58,542.0,Paypass - Contactless,15.35,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
98380,card 1239,2023-01-15,1900-01-01 16:57:14,942.0,Magnetic Stripe,100.0,USA,CP,No,No,acquirer 28,merchant 30,8099.0,No
39619,card 1239,2023-01-17,1900-01-01 18:02:02,2127.0,Online,317.9,USA,CNP,No,No,acquirer 1,merchant 21,5691.0,No
65364,card 1239,2023-01-19,1900-01-01 08:34:25,432.0,Paypass - Contactless,10.62,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
90208,card 1239,2023-01-20,1900-01-01 17:32:41,192.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,No
55891,card 1239,2023-01-22,1900-01-01 19:26:24,212.0,Online,30.98,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
58126,card 1239,2023-01-26,1900-01-01 16:49:44,632.0,Paypass - Contactless,14.14,USA,CP,Yes,No,acquirer 65,merchant 1,5812.0,No
26475,card 1239,2023-01-27,1900-01-01 18:44:20,1232.0,Chip,100.0,USA,CP,Yes,No,acquirer 359,merchant 1,5812.0,No
30237,card 1239,2023-01-30,1900-01-01 13:06:21,1092.0,Online,65.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
16327,card 1239,2023-02-03,1900-01-01 08:36:58,532.0,Paypass - Contactless,14.04,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
60825,card 1239,2023-02-10,1900-01-01 18:18:22,802.0,Chip,177.65,USA,CP,Yes,No,acquirer 336,merchant 55,7230.0,No
22910,card 1239,2023-02-11,1900-01-01 20:45:37,437.0,Paypass - Contactless,8.0,USA,CP,Yes,No,acquirer 6,merchant 69,7922.0,No
18533,card 1239,2023-02-16,1900-01-01 08:43:27,357.0,Paypass - Contactless,8.93,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
98955,card 1239,2023-02-17,1900-01-01 20:21:20,222.0,Online,59.16,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
31444,card 1239,2023-02-18,1900-01-01 18:27:40,887.0,Chip,16.74,ATG,CP,Yes,Yes,acquirer 959,merchant 1,5812.0,No
76043,card 1239,2023-02-21,1900-01-01 16:33:54,827.0,Paypass - Contactless,9.23,ATG,CP,Yes,Yes,acquirer 1137,merchant 1,5812.0,No
40379,card 1239,2023-02-26,1900-01-01 01:40:47,627.0,Chip,71.75,USA,CP,Yes,No,acquirer 127,merchant 273,4121.0,No
4386,card 1239,2023-03-03,1900-01-01 14:15:20,462.0,Paypass - Contactless,35.89,USA,CP,Yes,No,acquirer 341,merchant 418,5945.0,No
66741,card 1239,2023-03-04,1900-01-01 16:03:20,727.0,Chip,50.7,USA,CP,Yes,No,acquirer 37,merchant 640,5193.0,No
55776,card 1239,2023-03-09,1900-01-01 08:43:29,382.0,Paypass - Contactless,7.84,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
35499,card 1239,2023-03-10,1900-01-01 16:57:34,822.0,Chip,72.65,USA,CP,Yes,No,acquirer 421,merchant 55,7230.0,No
3271,card 1239,2023-03-11,1900-01-01 08:56:57,567.0,Chip,121.02,USA,CP,Yes,No,acquirer 22,merchant 267,5621.0,No
95797,card 1239,2023-03-11,1900-01-01 11:09:39,1272.0,Magnetic Stripe,19.49,USA,CP,No,No,acquirer 13,merchant 1,5812.0,No
65580,card 1239,2023-03-14,1900-01-01 13:47:59,1647.0,Online,59.88,USA,CNP,No,No,acquirer 65,merchant 134,5999.0,No
91835,card 1239,2023-03-14,1900-01-01 15:08:25,622.0,Paypass - Contactless,21.36,USA,CP,Yes,No,acquirer 21,merchant 392,5251.0,No
94365,card 1239,2023-03-14,1900-01-01 12:11:49,417.0,Chip,26.5,USA,CP,Yes,No,acquirer 39,merchant 286,5912.0,No
93076,card 1239,2023-03-15,1900-01-01 19:06:26,132.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,No
95380,card 1239,2023-03-15,1900-01-01 15:06:26,812.0,Paypass - Contactless,4.63,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
52953,card 1239,2023-03-16,1900-01-01 08:40:00,2247.0,Online,146.93,USA,CNP,No,No,acquirer 16,merchant 186,5977.0,No
2058,card 1239,2023-03-17,1900-01-01 14:43:53,982.0,Online,90.0,USA,CNP,No,No,acquirer 2,merchant 6,8398.0,No
11535,card 1239,2023-03-17,1900-01-01 10:10:28,2737.0,Online,42.46,USA,CNP,No,No,acquirer 22,merchant 203,5712.0,No
92043,card 1239,2023-03-17,1900-01-01 09:24:23,472.0,Paypass - Contactless,41.0,USA,CP,Yes,No,acquirer 6,merchant 6,8398.0,No
29809,card 1239,2023-03-20,1900-01-01 15:07:32,1057.0,Paypass - Contactless,8.05,USA,CP,Yes,No,acquirer 231,merchant 25,5462.0,No
62457,card 1239,2023-03-22,1900-01-01 15:05:37,262.0,Paypass - Contactless,7.48,USA,CP,Yes,No,acquirer 231,merchant 25,5462.0,No
39501,card 1239,2023-03-25,1900-01-01 17:22:20,222.0,Online,33.8,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
67152,card 1239,2023-03-26,1900-01-01 20:38:15,387.0,Online,48.59,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
41615,card 1239,2023-03-27,1900-01-01 13:43:31,1992.0,Online,80.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
11872,card 1239,2023-03-29,1900-01-01 11:51:21,3222.0,Online,204.04,USA,CNP,No,No,acquirer 375,merchant 1175,5947.0,No
12974,card 1239,2023-03-29,1900-01-01 14:35:53,1007.0,Magnetic Stripe,10.0,USA,CP,No,No,acquirer 138,merchant 1,5812.0,No
7567,card 1239,2023-04-06,1900-01-01 16:24:35,367.0,Paypass - Contactless,9.8,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
70881,card 1239,2023-04-07,1900-01-01 08:16:00,437.0,Paypass - Contactless,10.42,USA,CP,Yes,No,acquirer 65,merchant 147,5994.0,No
17006,card 1239,2023-04-09,1900-01-01 17:48:33,1357.0,Unknown,92.53,USA,CNP,No,No,acquirer 138,merchant 1,5812.0,No
70042,card 1239,2023-04-12,1900-01-01 17:07:58,187.0,Online,115.18,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
70465,card 1239,2023-04-12,1900-01-01 14:59:35,787.0,Chip,10.2,USA,CP,Yes,No,acquirer 6,merchant 109,5814.0,No
36441,card 1239,2023-04-14,1900-01-01 13:47:02,957.0,Chip,44.45,USA,CP,Yes,No,acquirer 138,merchant 1786,5814.0,No
61986,card 1239,2023-04-22,1900-01-01 13:28:14,257.0,Online,26.13,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
7632,card 1239,2023-04-25,1900-01-01 10:28:38,1487.0,Online,4.49,USA,CNP,No,No,acquirer 45,merchant 174,4121.0,No
34681,card 1239,2023-04-25,1900-01-01 19:53:43,632.0,Chip,25.0,USA,CP,Yes,No,acquirer 58,merchant 46,5814.0,No
31054,card 1239,2023-04-27,1900-01-01 16:39:40,732.0,Paypass - Contactless,34.83,USA,CP,Yes,No,acquirer 22,merchant 64,5921.0,No
38017,card 1239,2023-04-27,1900-01-01 08:39:41,382.0,Paypass - Contactless,8.17,USA,CP,Yes,No,acquirer 6,merchant 92,5999.0,No
98504,card 1239,2023-04-27,1900-01-01 10:47:23,1622.0,Online,4.49,USA,CNP,No,No,acquirer 45,merchant 174,4121.0,No
27701,card 1239,2023-04-30,1900-01-01 13:34:59,627.0,Paypass - Contactless,37.38,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
47048,card 1239,2023-05-01,1900-01-01 20:27:55,77.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,No
85255,card 1239,2023-05-02,1900-01-01 08:37:50,447.0,Paypass - Contactless,6.53,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
1787,card 1239,2023-05-04,1900-01-01 14:37:38,377.0,Paypass - Contactless,35.98,USA,CP,Yes,No,acquirer 39,merchant 443,5441.0,No
22035,card 1239,2023-05-04,1900-01-01 15:05:29,562.0,Paypass - Contactless,8.7,USA,CP,Yes,No,acquirer 45,merchant 92,5999.0,No
64637,card 1239,2023-05-06,1900-01-01 14:59:54,997.0,Online,6.0,USA,CNP,No,No,acquirer 45,merchant 174,4121.0,No
94684,card 1239,2023-05-07,1900-01-01 04:08:19,3587.0,Online,52.5,AUS,CNP,No,Yes,acquirer 1282,merchant 544,8043.0,No
22760,card 1239,2023-05-08,1900-01-01 20:04:33,2352.0,Online,145.44,USA,CNP,No,No,acquirer 1,merchant 92,5999.0,No
48651,card 1239,2023-05-09,1900-01-01 22:02:58,1327.0,Online,53.29,USA,CNP,No,No,acquirer 18,merchant 288,5651.0,No
33820,card 1239,2023-05-15,1900-01-01 23:41:00,142.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 42,7298.0,No
21440,card 1239,2023-05-16,1900-01-01 10:02:10,877.0,Online,96.0,USA,CNP,No,No,acquirer 16,merchant 21,5691.0,No
19074,card 1239,2023-05-17,1900-01-01 08:40:17,517.0,Paypass - Contactless,12.03,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
19264,card 1239,2023-06-01,1900-01-01 08:48:20,452.0,Paypass - Contactless,4.36,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
78830,card 1239,2023-06-06,1900-01-01 08:43:30,502.0,Paypass - Contactless,13.76,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
78407,card 1239,2023-06-07,1900-01-01 17:19:51,212.0,Online,29.4,USA,CNP,No,No,acquirer 2,merchant 282,5812.0,No
95844,card 1239,2023-06-08,1900-01-01 20:55:56,747.0,Chip,111.48,USA,CP,Yes,No,acquirer 763,merchant 1,5812.0,No
51035,card 1239,2023-06-09,1900-01-01 11:36:47,4792.0,Online,46.41,GBR,CNP,No,Yes,acquirer 350,merchant 95,5399.0,Yes
82346,card 1239,2023-06-09,1900-01-01 12:16:49,3267.0,Subscription,2.65,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,Yes
93356,card 1239,2023-06-09,1900-01-01 13:21:55,3582.0,Subscription,2.3,USA,CNP,No,No,acquirer 1,merchant 377,7311.0,Yes
15438,card 1283,2023-01-01,1900-01-01 20:49:35,1777.0,Chip,26.61,USA,CP,Yes,No,acquirer 24,merchant 189,5814.0,No
37772,card 1283,2023-01-10,1900-01-01 07:13:45,217.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 260,7299.0,No
66432,card 1283,2023-01-10,1900-01-01 07:13:54,1962.0,Subscription,20.0,USA,CNP,No,No,acquirer 1,merchant 260,7299.0,No
27369,card 1283,2023-01-17,1900-01-01 19:03:39,457.0,Paypass - Contactless,26.12,USA,CP,Yes,No,acquirer 18,merchant 231,5814.0,No
89114,card 1283,2023-01-20,1900-01-01 18:52:50,162.0,Online,43.48,USA,CNP,No,No,acquirer 1,merchant 787,5311.0,No
95300,card 1283,2023-01-25,1900-01-01 13:03:04,117.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
39020,card 1283,2023-01-27,1900-01-01 08:14:18,917.0,Postal,190.17,USA,CNP,No,No,acquirer 6,merchant 250,6051.0,No
54258,card 1283,2023-01-27,1900-01-01 12:38:06,477.0,Paypass - Contactless,6.08,USA,CP,Yes,No,acquirer 6,merchant 71,5499.0,No
78197,card 1283,2023-01-29,1900-01-01 22:47:57,1227.0,Online,100.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
46849,card 1283,2023-01-30,1900-01-01 17:33:33,1062.0,Online,2.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
58618,card 1283,2023-02-02,1900-01-01 22:46:07,1542.0,Online,80.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
13230,card 1283,2023-02-18,1900-01-01 20:09:15,257.0,Chip,37.7,USA,CP,Yes,No,acquirer 18,merchant 39,5411.0,No
29688,card 1283,2023-02-19,1900-01-01 00:04:38,1102.0,Online,3.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
46881,card 1283,2023-02-25,1900-01-01 19:20:52,2187.0,Online,75.38,USA,CNP,No,No,acquirer 6,merchant 407,5816.0,No
65368,card 1283,2023-02-26,1900-01-01 21:35:11,1242.0,Online,26.9,USA,CNP,No,No,acquirer 22,merchant 748,5311.0,No
70425,card 1283,2023-02-26,1900-01-01 21:32:58,1492.0,Online,128.44,USA,CNP,No,No,acquirer 22,merchant 748,5311.0,No
30181,card 1283,2023-03-02,1900-01-01 16:04:39,1517.0,Online,164.45,USA,CNP,No,No,acquirer 6,merchant 250,6051.0,No
76785,card 1283,2023-03-03,1900-01-01 12:41:09,987.0,Online,52.97,USA,CNP,No,No,acquirer 26,merchant 165,5599.0,No
96926,card 1283,2023-03-04,1900-01-01 19:45:49,412.0,Paypass - Contactless,42.04,USA,CP,Yes,No,acquirer 341,merchant 198,5993.0,No
9178,card 1283,2023-03-07,1900-01-01 14:59:00,7.0,Magnetic Stripe,280.62,USA,CP,No,No,acquirer 40,merchant 39,5411.0,No
40304,card 1283,2023-03-21,1900-01-01 19:47:53,877.0,Online,9.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
76740,card 1283,2023-03-28,1900-01-01 19:58:42,357.0,Paypass - Contactless,1.0,USA,CP,Yes,No,acquirer 6,merchant 2436,5541.0,No
55201,card 1283,2023-04-04,1900-01-01 19:04:54,522.0,Paypass - Contactless,53.83,USA,CP,Yes,No,acquirer 26,merchant 1,5812.0,No
76228,card 1283,2023-04-05,1900-01-01 15:56:18,922.0,Online,8.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
27375,card 1283,2023-04-07,1900-01-01 08:52:36,667.0,Subscription,15.49,USA,CNP,No,No,acquirer 6,merchant 60,4899.0,No
33743,card 1283,2023-04-09,1900-01-01 14:26:39,2197.0,Online,19.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
7877,card 1283,2023-04-12,1900-01-01 11:46:24,607.0,Online,58.91,USA,CNP,No,No,acquirer 550,merchant 234,8111.0,No
69016,card 1283,2023-04-15,1900-01-01 22:46:10,1357.0,Online,3.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
45603,card 1283,2023-04-18,1900-01-01 20:37:50,1167.0,Online,23.84,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
99796,card 1283,2023-04-24,1900-01-01 02:22:28,1462.0,Online,9.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
85593,card 1283,2023-05-09,1900-01-01 04:36:35,277.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
46322,card 1283,2023-05-18,1900-01-01 00:00:07,917.0,Online,25.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
57276,card 1283,2023-05-18,1900-01-01 00:35:58,1642.0,Online,60.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
4986,card 1283,2023-05-19,1900-01-01 15:41:07,152.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
98459,card 1283,2023-05-19,1900-01-01 19:30:16,1397.0,Online,86.39,USA,CNP,No,No,acquirer 6,merchant 878,5964.0,No
55910,card 1283,2023-05-20,1900-01-01 21:51:48,802.0,Online,5.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
90772,card 1283,2023-05-22,1900-01-01 06:15:17,1167.0,Online,1.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
52369,card 1283,2023-05-28,1900-01-01 01:49:24,307.0,Subscription,13.47,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,No
1874,card 1283,2023-05-30,1900-01-01 04:14:51,927.0,Online,1.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
58401,card 1283,2023-05-31,1900-01-01 08:58:50,337.0,Paypass - Contactless,22.64,USA,CP,Yes,No,acquirer 39,merchant 198,5993.0,No
43936,card 1283,2023-06-03,,417.0,Online,19.64,USA,CNP,No,No,acquirer 86,merchant 76,5942.0,No
5892,card 1283,2023-06-05,1900-01-01 12:23:41,327.0,Paypass - Contactless,55.43,USA,CP,Yes,No,acquirer 6,merchant 198,5993.0,No
10895,card 1283,2023-06-07,1900-01-01 17:42:00,892.0,Chip,10.7,USA,CP,Yes,No,acquirer 39,merchant 7,5499.0,No
31113,card 1283,2023-06-08,1900-01-01 15:44:50,447.0,Online,19.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
36384,card 1283,2023-06-12,1900-01-01 21:56:51,1127.0,Online,4.62,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
46376,card 1283,2023-06-14,1900-01-01 22:47:36,1037.0,Online,19.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
46371,card 1283,2023-06-15,1900-01-01 16:41:11,607.0,Online,9.89,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
71517,card 1283,2023-06-18,1900-01-01 23:45:32,1107.0,Online,34.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
2396,card 1283,2023-06-19,1900-01-01 09:05:29,392.0,Paypass - Contactless,15.62,USA,CP,Yes,No,acquirer 39,merchant 198,5993.0,No
12130,card 1283,2023-06-19,1900-01-01 06:39:10,867.0,Online,1.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
78283,card 1283,2023-06-20,1900-01-01 11:34:23,102.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
77340,card 1283,2023-06-27,1900-01-01 19:21:43,937.0,Online,4.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
3507,card 1283,2023-06-30,1900-01-01 03:18:56,1687.0,Online,40.0,USA,CNP,No,No,acquirer 1,merchant 120,4829.0,No
57048,card 1283,2023-07-04,1900-01-01 16:24:14,1057.0,Online,59.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
81694,card 1283,2023-07-04,1900-01-01 16:26:21,1217.0,Online,9.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
51618,card 1283,2023-07-11,1900-01-01 17:04:19,2017.0,Subscription,46.0,USA,CNP,No,No,acquirer 6,merchant 1165,4816.0,Yes
56206,card 1283,2023-07-16,1900-01-01 21:29:03,1052.0,Online,183.06,USA,CNP,No,No,acquirer 18,merchant 130,6012.0,No
82928,card 1283,2023-07-19,1900-01-01 11:05:22,487.0,Paypass - Contactless,1.0,USA,CP,Yes,No,acquirer 6,merchant 71,5541.0,No
33909,card 1283,2023-07-28,1900-01-01 01:49:27,802.0,Subscription,13.47,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,No
42418,card 1283,2023-08-03,1900-01-01 14:42:21,962.0,Online,0.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
84958,card 1283,2023-08-03,1900-01-01 11:22:57,1992.0,Online,99.99,USA,CNP,No,No,acquirer 6,merchant 26,5816.0,No
84389,card 1283,2023-08-07,1900-01-01 17:18:15,967.0,Online,19.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
84957,card 1283,2023-08-07,1900-01-01 05:15:31,2827.0,Online,4.99,USA,CNP,No,No,acquirer 6,merchant 26,5816.0,No
48524,card 1283,2023-08-12,1900-01-01 17:25:55,1502.0,Online,133.4,USA,CNP,No,No,acquirer 535,merchant 748,5311.0,No
53965,card 1283,2023-08-13,1900-01-01 14:03:52,1447.0,Online,5.0,USA,CNP,No,No,acquirer 334,merchant 468,7800.0,No
67558,card 1283,2023-08-13,1900-01-01 20:03:37,597.0,Paypass - Contactless,16.93,USA,CP,Yes,No,acquirer 6,merchant 71,5499.0,No
15543,card 1283,2023-08-18,1900-01-01 00:58:29,677.0,Online,4.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
15547,card 1283,2023-08-18,1900-01-01 20:32:32,977.0,Subscription,23.84,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
88813,card 1283,2023-08-19,1900-01-01 01:09:13,907.0,Online,1.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
5380,card 1283,2023-08-22,1900-01-01 13:07:27,332.0,Paypass - Contactless,1.0,USA,CP,Yes,No,acquirer 6,merchant 71,5499.0,No
4805,card 1283,2023-08-23,1900-01-01 10:33:00,482.0,Paypass - Contactless,14.13,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
80024,card 1283,2023-08-28,1900-01-01 01:49:25,607.0,Subscription,15.54,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,No
84920,card 1283,2023-08-29,1900-01-01 10:46:03,952.0,Subscription,4.02,USA,CNP,No,No,acquirer 6,merchant 70,5968.0,Yes
63944,card 1283,2023-08-31,1900-01-01 00:21:29,587.0,Online,4.99,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
31075,card 1283,2023-09-03,1900-01-01 12:20:08,537.0,Subscription,20.0,USA,CNP,No,No,acquirer 22,merchant 40,5734.0,Yes
36860,card 1283,2023-09-11,1900-01-01 17:09:29,1612.0,Subscription,46.0,USA,CNP,No,No,acquirer 6,merchant 1165,4816.0,Yes
59019,card 1283,2023-09-15,1900-01-01 03:38:09,557.0,Subscription,94.34,USA,CNP,No,No,acquirer 1,merchant 787,5311.0,No
78246,card 1283,2023-09-16,1900-01-01 04:23:26,1182.0,Subscription,9.99,HKG,CNP,No,Yes,acquirer 465,merchant 17,4816.0,No
55010,card 1328,2023-01-11,1900-01-01 08:24:27,252.0,Paypass - Contactless,2.75,USA,CP,Yes,No,acquirer 6,merchant 302,4111.0,No
79570,card 1328,2023-01-11,1900-01-01 13:02:12,452.0,Paypass - Contactless,19.54,USA,CP,Yes,No,acquirer 39,merchant 46,5814.0,No
95454,card 1328,2023-01-13,1900-01-01 05:19:32,137.0,Online,12.91,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
62138,card 1328,2023-01-29,1900-01-01 10:50:43,587.0,Chip,141.73,ITA,CP,Yes,Yes,acquirer 366,merchant 104,7512.0,No
1972,card 1328,2023-01-31,,207.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 44,5969.0,No
70239,card 1328,2023-01-31,1900-01-01 10:31:44,177.0,Subscription,0.0,USA,CNP,No,No,acquirer 16,merchant 40,5734.0,No
88547,card 1328,2023-02-16,1900-01-01 21:11:24,687.0,Chip,58.81,USA,CP,Yes,No,acquirer 13,merchant 1,5812.0,No
50675,card 1328,2023-02-22,1900-01-01 16:58:23,2527.0,Online,845.11,USA,CNP,No,No,acquirer 2,merchant 835,7922.0,No
74197,card 1328,2023-02-24,1900-01-01 00:02:30,727.0,Chip,110.64,USA,CP,Yes,No,acquirer 26,merchant 1,5812.0,No
7989,card 1328,2023-02-28,1900-01-01 13:17:09,567.0,Paypass - Contactless,18.39,USA,CP,Yes,No,acquirer 39,merchant 46,5814.0,No
82551,card 1328,2023-03-01,1900-01-01 15:01:49,1522.0,Online,375.0,USA,CNP,No,No,acquirer 18,merchant 55,7230.0,No
96820,card 1328,2023-03-02,1900-01-01 18:19:14,257.0,Paypass - Contactless,2.75,USA,CP,Yes,No,acquirer 6,merchant 302,4111.0,No
24438,card 1328,2023-03-07,1900-01-01 00:33:54,502.0,Online,33.99,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
96373,card 1328,2023-03-07,1900-01-01 15:29:15,642.0,Paypass - Contactless,74.65,USA,CP,Yes,No,acquirer 626,merchant 208,4121.0,No
46841,card 1328,2023-03-20,1900-01-01 13:18:35,512.0,Paypass - Contactless,15.79,USA,CP,Yes,No,acquirer 39,merchant 46,5814.0,No
20910,card 1328,2023-03-22,1900-01-01 08:42:16,202.0,Paypass - Contactless,2.75,USA,CP,Yes,No,acquirer 6,merchant 302,4111.0,No
58419,card 1328,2023-03-29,1900-01-01 13:26:20,422.0,Paypass - Contactless,15.24,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
12305,card 1328,2023-04-04,1900-01-01 18:47:10,232.0,Paypass - Contactless,2.75,USA,CP,Yes,No,acquirer 6,merchant 302,4111.0,No
18327,card 1328,2023-04-05,1900-01-01 12:03:11,512.0,Chip,28.04,USA,CP,Yes,No,acquirer 6,merchant 1402,5977.0,No
94396,card 1328,2023-04-08,1900-01-01 22:18:51,972.0,Chip,97.99,USA,CP,Yes,No,acquirer 21,merchant 1,5812.0,No
