,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
5636,card 6071,1,1.0,0.0,0.0
5635,card 6070,5,5.0,0.0,0.0
5634,card 607,6,6.0,0.0,0.0
5633,card 6069,1,1.0,0.0,0.0
5632,card 6068,1,1.0,0.0,0.0
5631,card 6067,3,3.0,0.0,0.0
5630,card 6066,2,2.0,0.0,0.0
5629,card 6065,1,1.0,0.0,0.0
5628,card 6064,1,1.0,0.0,0.0
5627,card 6063,1,1.0,0.0,0.0
5781,card 6201,2,2.0,0.0,0.0
5626,card 6062,1,1.0,0.0,0.0
5782,card 6202,2,2.0,0.0,0.0
5783,card 6203,2,2.0,0.0,0.0
5625,card 6061,2,2.0,0.0,0.0
5624,card 6060,2,2.0,0.0,0.0
5622,card 6059,3,3.0,0.0,0.0
5621,card 6058,3,3.0,0.0,0.0
5620,card 6057,2,2.0,0.0,0.0
5619,card 6056,1,1.0,0.0,0.0
5618,card 6055,1,1.0,0.0,0.0
5617,card 6054,4,4.0,0.0,0.0
5616,card 6053,1,1.0,0.0,0.0
5615,card 6052,1,1.0,0.0,0.0
5614,card 6051,4,4.0,0.0,0.0
5637,card 6072,1,1.0,0.0,0.0
5638,card 6073,1,1.0,0.0,0.0
5639,card 6074,3,3.0,0.0,0.0
5651,card 6085,1,1.0,0.0,0.0
5660,card 6093,1,1.0,0.0,0.0
5777,card 6199,3,3.0,0.0,0.0
5659,card 6092,1,1.0,0.0,0.0
5658,card 6091,3,3.0,0.0,0.0
5657,card 6090,1,1.0,0.0,0.0
5778,card 62,7,7.0,0.0,0.0
5656,card 609,3,3.0,0.0,0.0
5655,card 6089,3,3.0,0.0,0.0
5654,card 6088,9,9.0,0.0,0.0
5653,card 6087,1,1.0,0.0,0.0
5652,card 6086,3,3.0,0.0,0.0
5650,card 6084,5,5.0,0.0,0.0
5780,card 6200,6,6.0,0.0,0.0
5649,card 6083,1,1.0,0.0,0.0
5779,card 620,8,8.0,0.0,0.0
5648,card 6082,2,2.0,0.0,0.0
5647,card 6081,1,1.0,0.0,0.0
5646,card 6080,5,5.0,0.0,0.0
5645,card 608,53,53.0,0.0,0.0
5644,card 6079,6,6.0,0.0,0.0
5643,card 6078,2,2.0,0.0,0.0
5642,card 6077,1,1.0,0.0,0.0
5641,card 6076,2,2.0,0.0,0.0
5640,card 6075,2,2.0,0.0,0.0
5613,card 6050,1,1.0,0.0,0.0
5611,card 6049,1,1.0,0.0,0.0
5560,card 6002,2,2.0,0.0,0.0
5610,card 6048,4,4.0,0.0,0.0
5788,card 6208,4,4.0,0.0,0.0
5789,card 6209,6,6.0,0.0,0.0
5584,card 6024,1,1.0,0.0,0.0
5583,card 6023,4,4.0,0.0,0.0
5582,card 6022,5,5.0,0.0,0.0
5581,card 6021,8,8.0,0.0,0.0
5580,card 6020,1,1.0,0.0,0.0
5579,card 602,16,16.0,0.0,0.0
5578,card 6019,4,4.0,0.0,0.0
5577,card 6018,1,1.0,0.0,0.0
5576,card 6017,1,1.0,0.0,0.0
5575,card 6016,1,1.0,0.0,0.0
5574,card 6015,3,3.0,0.0,0.0
5573,card 6014,3,3.0,0.0,0.0
5572,card 6013,2,2.0,0.0,0.0
5571,card 6012,1,1.0,0.0,0.0
5570,card 6011,3,3.0,0.0,0.0
5569,card 6010,2,2.0,0.0,0.0
5568,card 601,15,15.0,0.0,0.0
5567,card 6009,2,2.0,0.0,0.0
5566,card 6008,2,2.0,0.0,0.0
5565,card 6007,2,2.0,0.0,0.0
5564,card 6006,2,2.0,0.0,0.0
5563,card 6005,1,1.0,0.0,0.0
5562,card 6004,1,1.0,0.0,0.0
5585,card 6025,3,3.0,0.0,0.0
5586,card 6026,1,1.0,0.0,0.0
5587,card 6027,6,6.0,0.0,0.0
5600,card 6039,6,6.0,0.0,0.0
5609,card 6047,6,6.0,0.0,0.0
5608,card 6046,2,2.0,0.0,0.0
5784,card 6204,1,1.0,0.0,0.0
5607,card 6045,1,1.0,0.0,0.0
5606,card 6044,1,1.0,0.0,0.0
5605,card 6043,2,2.0,0.0,0.0
5785,card 6205,1,1.0,0.0,0.0
5603,card 6041,1,1.0,0.0,0.0
5786,card 6206,2,2.0,0.0,0.0
5602,card 6040,2,2.0,0.0,0.0
5601,card 604,74,74.0,0.0,0.0
5599,card 6038,2,2.0,0.0,0.0
5588,card 6028,1,1.0,0.0,0.0
5598,card 6037,1,1.0,0.0,0.0
5597,card 6036,4,4.0,0.0,0.0
5596,card 6035,3,3.0,0.0,0.0
5595,card 6034,8,8.0,0.0,0.0
5594,card 6033,3,3.0,0.0,0.0
5787,card 6207,5,5.0,0.0,0.0
5593,card 6032,3,3.0,0.0,0.0
5592,card 6031,2,2.0,0.0,0.0
5591,card 6030,1,1.0,0.0,0.0
5590,card 603,69,69.0,0.0,0.0
5589,card 6029,2,2.0,0.0,0.0
5661,card 6094,1,1.0,0.0,0.0
5662,card 6095,1,1.0,0.0,0.0
5663,card 6096,1,1.0,0.0,0.0
5664,card 6097,3,3.0,0.0,0.0
5734,card 616,14,14.0,0.0,0.0
5733,card 6159,2,2.0,0.0,0.0
5732,card 6158,2,2.0,0.0,0.0
5731,card 6157,3,3.0,0.0,0.0
5730,card 6156,7,7.0,0.0,0.0
5729,card 6155,4,4.0,0.0,0.0
5728,card 6154,2,2.0,0.0,0.0
5727,card 6153,1,1.0,0.0,0.0
5726,card 6152,2,2.0,0.0,0.0
5725,card 6151,2,2.0,0.0,0.0
5724,card 6150,1,1.0,0.0,0.0
5723,card 615,23,23.0,0.0,0.0
5722,card 6149,3,3.0,0.0,0.0
5721,card 6148,1,1.0,0.0,0.0
5720,card 6147,1,1.0,0.0,0.0
5719,card 6146,3,3.0,0.0,0.0
5718,card 6145,3,3.0,0.0,0.0
5717,card 6144,3,3.0,0.0,0.0
5716,card 6143,3,3.0,0.0,0.0
5715,card 6142,2,2.0,0.0,0.0
5714,card 6141,8,8.0,0.0,0.0
5765,card 6188,1,1.0,0.0,0.0
5713,card 6140,5,5.0,0.0,0.0
5712,card 614,28,28.0,0.0,0.0
5711,card 6139,1,1.0,0.0,0.0
5735,card 6160,1,1.0,0.0,0.0
5736,card 6161,3,3.0,0.0,0.0
5737,card 6162,1,1.0,0.0,0.0
5762,card 6185,3,3.0,0.0,0.0
5757,card 6180,3,3.0,0.0,0.0
5756,card 618,41,41.0,0.0,0.0
5755,card 6179,1,1.0,0.0,0.0
5754,card 6178,1,1.0,0.0,0.0
5753,card 6177,5,5.0,0.0,0.0
5752,card 6176,1,1.0,0.0,0.0
5751,card 6175,2,2.0,0.0,0.0
5750,card 6174,4,4.0,0.0,0.0
5749,card 6173,1,1.0,0.0,0.0
5760,card 6183,1,1.0,0.0,0.0
5761,card 6184,2,2.0,0.0,0.0
5748,card 6172,1,1.0,0.0,0.0
5738,card 6163,4,4.0,0.0,0.0
5747,card 6171,2,2.0,0.0,0.0
5746,card 6170,2,2.0,0.0,0.0
5763,card 6186,2,2.0,0.0,0.0
5745,card 617,1,1.0,0.0,0.0
5764,card 6187,2,2.0,0.0,0.0
5744,card 6169,1,1.0,0.0,0.0
5743,card 6168,2,2.0,0.0,0.0
5742,card 6167,1,1.0,0.0,0.0
5741,card 6166,4,4.0,0.0,0.0
5740,card 6165,3,3.0,0.0,0.0
5739,card 6164,3,3.0,0.0,0.0
5710,card 6138,2,2.0,0.0,0.0
5766,card 6189,5,5.0,0.0,0.0
5709,card 6137,2,2.0,0.0,0.0
5675,card 6106,1,1.0,0.0,0.0
5684,card 6114,1,1.0,0.0,0.0
5683,card 6113,2,2.0,0.0,0.0
5682,card 6112,2,2.0,0.0,0.0
5681,card 6111,1,1.0,0.0,0.0
5773,card 6195,1,1.0,0.0,0.0
5680,card 6110,2,2.0,0.0,0.0
5679,card 611,22,22.0,0.0,0.0
5774,card 6196,1,1.0,0.0,0.0
5678,card 6109,1,1.0,0.0,0.0
5677,card 6108,6,6.0,0.0,0.0
5676,card 6107,2,2.0,0.0,0.0
5674,card 6105,4,4.0,0.0,0.0
5686,card 6116,1,1.0,0.0,0.0
5673,card 6104,3,3.0,0.0,0.0
5672,card 6103,1,1.0,0.0,0.0
5671,card 6102,1,1.0,0.0,0.0
5670,card 6101,3,3.0,0.0,0.0
5669,card 6100,1,1.0,0.0,0.0
5668,card 610,30,30.0,0.0,0.0
5667,card 61,32,32.0,0.0,0.0
5666,card 6099,3,3.0,0.0,0.0
5775,card 6197,1,1.0,0.0,0.0
5776,card 6198,1,1.0,0.0,0.0
5665,card 6098,2,2.0,0.0,0.0
5685,card 6115,2,2.0,0.0,0.0
5687,card 6117,2,2.0,0.0,0.0
5708,card 6136,2,2.0,0.0,0.0
5699,card 6128,4,4.0,0.0,0.0
5707,card 6135,1,1.0,0.0,0.0
5706,card 6134,1,1.0,0.0,0.0
5705,card 6133,1,1.0,0.0,0.0
5704,card 6132,1,1.0,0.0,0.0
5703,card 6131,2,2.0,0.0,0.0
5702,card 6130,1,1.0,0.0,0.0
5767,card 619,57,57.0,0.0,0.0
5701,card 613,29,29.0,0.0,0.0
5768,card 6190,1,1.0,0.0,0.0
5769,card 6191,2,2.0,0.0,0.0
5700,card 6129,3,3.0,0.0,0.0
5770,card 6192,3,3.0,0.0,0.0
5688,card 6118,1,1.0,0.0,0.0
5698,card 6127,1,1.0,0.0,0.0
5697,card 6126,1,1.0,0.0,0.0
5696,card 6125,1,1.0,0.0,0.0
5771,card 6193,3,3.0,0.0,0.0
5772,card 6194,4,4.0,0.0,0.0
5694,card 6123,1,1.0,0.0,0.0
5693,card 6122,1,1.0,0.0,0.0
5692,card 6121,2,2.0,0.0,0.0
5691,card 6120,3,3.0,0.0,0.0
5690,card 612,156,156.0,0.0,0.0
5689,card 6119,3,3.0,0.0,0.0
5561,card 6003,2,2.0,0.0,0.0
5559,card 6001,4,4.0,0.0,0.0
5358,card 5821,2,2.0,0.0,0.0
5411,card 587,3,3.0,0.0,0.0
5434,card 5890,3,3.0,0.0,0.0
5433,card 589,58,58.0,0.0,0.0
5432,card 5889,1,1.0,0.0,0.0
5431,card 5888,4,4.0,0.0,0.0
5430,card 5887,5,5.0,0.0,0.0
5429,card 5886,4,4.0,0.0,0.0
5811,card 6229,1,1.0,0.0,0.0
4969,card 5471,2,2.0,0.0,0.0
5428,card 5885,4,4.0,0.0,0.0
5812,card 623,2,2.0,0.0,0.0
5427,card 5884,1,1.0,0.0,0.0
5426,card 5883,4,4.0,0.0,0.0
5425,card 5882,6,6.0,0.0,0.0
5424,card 5881,1,1.0,0.0,0.0
5423,card 5880,2,2.0,0.0,0.0
5422,card 588,19,19.0,0.0,0.0
5421,card 5879,1,1.0,0.0,0.0
5420,card 5878,4,4.0,0.0,0.0
5419,card 5877,8,8.0,0.0,0.0
5418,card 5876,3,3.0,0.0,0.0
5417,card 5875,2,2.0,0.0,0.0
5416,card 5874,1,1.0,0.0,0.0
5813,card 6230,3,3.0,0.0,0.0
5414,card 5872,6,6.0,0.0,0.0
5814,card 6231,3,3.0,0.0,0.0
5810,card 6228,1,1.0,0.0,0.0
5809,card 6227,1,1.0,0.0,0.0
5435,card 5891,1,1.0,0.0,0.0
5448,card 5902,1,1.0,0.0,0.0
5458,card 5911,3,3.0,0.0,0.0
5457,card 5910,2,2.0,0.0,0.0
5456,card 591,27,27.0,0.0,0.0
5455,card 5909,1,1.0,0.0,0.0
5807,card 6225,1,1.0,0.0,0.0
5454,card 5908,1,1.0,0.0,0.0
5453,card 5907,1,1.0,0.0,0.0
5452,card 5906,4,4.0,0.0,0.0
5451,card 5905,1,1.0,0.0,0.0
5450,card 5904,1,1.0,0.0,0.0
5449,card 5903,1,1.0,0.0,0.0
5447,card 5901,2,2.0,0.0,0.0
5436,card 5892,2,2.0,0.0,0.0
5446,card 5900,3,3.0,0.0,0.0
5445,card 590,38,38.0,0.0,0.0
5808,card 6226,3,3.0,0.0,0.0
5444,card 59,62,62.0,0.0,0.0
5443,card 5899,2,2.0,0.0,0.0
5442,card 5898,3,3.0,0.0,0.0
5441,card 5897,2,2.0,0.0,0.0
5440,card 5896,2,2.0,0.0,0.0
5439,card 5895,2,2.0,0.0,0.0
5438,card 5894,2,2.0,0.0,0.0
5437,card 5893,5,5.0,0.0,0.0
5412,card 5870,1,1.0,0.0,0.0
5410,card 5869,1,1.0,0.0,0.0
5558,card 6000,5,5.0,0.0,0.0
5815,card 6232,1,1.0,0.0,0.0
5383,card 5844,6,6.0,0.0,0.0
5382,card 5843,2,2.0,0.0,0.0
5381,card 5842,8,8.0,0.0,0.0
5380,card 5841,3,3.0,0.0,0.0
5379,card 5840,1,1.0,0.0,0.0
5378,card 584,10,10.0,0.0,0.0
5377,card 5839,3,3.0,0.0,0.0
5376,card 5838,6,6.0,0.0,0.0
5375,card 5837,1,1.0,0.0,0.0
5374,card 5836,1,1.0,0.0,0.0
5373,card 5835,1,1.0,0.0,0.0
5372,card 5834,3,3.0,0.0,0.0
5371,card 5833,1,1.0,0.0,0.0
5370,card 5832,2,2.0,0.0,0.0
5369,card 5831,1,1.0,0.0,0.0
5368,card 5830,3,3.0,0.0,0.0
5367,card 583,3,3.0,0.0,0.0
5758,card 6181,1,1.0,0.0,0.0
5365,card 5828,1,1.0,0.0,0.0
5364,card 5827,2,2.0,0.0,0.0
5363,card 5826,3,3.0,0.0,0.0
5362,card 5825,3,3.0,0.0,0.0
5361,card 5824,2,2.0,0.0,0.0
5360,card 5823,1,1.0,0.0,0.0
5359,card 5822,2,2.0,0.0,0.0
5384,card 5845,3,3.0,0.0,0.0
5385,card 5846,5,5.0,0.0,0.0
5386,card 5847,2,2.0,0.0,0.0
5399,card 5859,1,1.0,0.0,0.0
5409,card 5868,1,1.0,0.0,0.0
5408,card 5867,2,2.0,0.0,0.0
5407,card 5866,5,5.0,0.0,0.0
5406,card 5865,1,1.0,0.0,0.0
5405,card 5864,2,2.0,0.0,0.0
5404,card 5863,3,3.0,0.0,0.0
5403,card 5862,1,1.0,0.0,0.0
5402,card 5861,3,3.0,0.0,0.0
5401,card 5860,5,5.0,0.0,0.0
5400,card 586,13,13.0,0.0,0.0
5816,card 6233,2,2.0,0.0,0.0
5817,card 6234,2,2.0,0.0,0.0
5387,card 5848,1,1.0,0.0,0.0
5397,card 5857,1,1.0,0.0,0.0
5396,card 5856,3,3.0,0.0,0.0
5395,card 5855,3,3.0,0.0,0.0
5394,card 5854,1,1.0,0.0,0.0
5393,card 5853,7,7.0,0.0,0.0
5392,card 5852,2,2.0,0.0,0.0
5391,card 5851,2,2.0,0.0,0.0
5390,card 5850,1,1.0,0.0,0.0
5818,card 6235,2,2.0,0.0,0.0
5389,card 585,79,79.0,0.0,0.0
5388,card 5849,1,1.0,0.0,0.0
5806,card 6224,2,2.0,0.0,0.0
5459,card 5912,1,1.0,0.0,0.0
5460,card 5913,4,4.0,0.0,0.0
5461,card 5914,1,1.0,0.0,0.0
5531,card 5978,1,1.0,0.0,0.0
5530,card 5977,6,6.0,0.0,0.0
5529,card 5976,4,4.0,0.0,0.0
5528,card 5975,1,1.0,0.0,0.0
5794,card 6213,3,3.0,0.0,0.0
5795,card 6214,1,1.0,0.0,0.0
5527,card 5974,9,9.0,0.0,0.0
5526,card 5973,11,11.0,0.0,0.0
5525,card 5972,5,5.0,0.0,0.0
5524,card 5971,1,1.0,0.0,0.0
5796,card 6215,2,2.0,0.0,0.0
5523,card 5970,7,7.0,0.0,0.0
5522,card 597,64,64.0,0.0,0.0
5521,card 5969,1,1.0,0.0,0.0
5797,card 6216,1,1.0,0.0,0.0
5520,card 5968,3,3.0,0.0,0.0
5798,card 6217,1,1.0,0.0,0.0
5519,card 5967,4,4.0,0.0,0.0
5799,card 6218,3,3.0,0.0,0.0
5518,card 5966,3,3.0,0.0,0.0
5517,card 5965,2,2.0,0.0,0.0
5516,card 5964,1,1.0,0.0,0.0
5515,card 5963,1,1.0,0.0,0.0
5514,card 5962,3,3.0,0.0,0.0
5513,card 5961,1,1.0,0.0,0.0
5532,card 5979,1,1.0,0.0,0.0
5533,card 598,16,16.0,0.0,0.0
5534,card 5980,8,8.0,0.0,0.0
5546,card 5991,1,1.0,0.0,0.0
5557,card 600,41,41.0,0.0,0.0
5556,card 60,56,56.0,0.0,0.0
5555,card 6,23,23.0,0.0,0.0
5554,card 5999,3,3.0,0.0,0.0
5553,card 5998,1,1.0,0.0,0.0
5552,card 5997,3,3.0,0.0,0.0
5551,card 5996,1,1.0,0.0,0.0
5550,card 5995,1,1.0,0.0,0.0
5790,card 621,38,38.0,0.0,0.0
5791,card 6210,1,1.0,0.0,0.0
5547,card 5992,3,3.0,0.0,0.0
5545,card 5990,1,1.0,0.0,0.0
5535,card 5981,1,1.0,0.0,0.0
5544,card 599,80,80.0,0.0,0.0
5543,card 5989,1,1.0,0.0,0.0
5542,card 5988,1,1.0,0.0,0.0
5541,card 5987,1,1.0,0.0,0.0
5540,card 5986,3,3.0,0.0,0.0
5539,card 5985,2,2.0,0.0,0.0
5792,card 6211,2,2.0,0.0,0.0
5538,card 5984,4,4.0,0.0,0.0
5793,card 6212,1,1.0,0.0,0.0
5537,card 5983,1,1.0,0.0,0.0
5536,card 5982,1,1.0,0.0,0.0
5512,card 5960,3,3.0,0.0,0.0
5511,card 596,7,7.0,0.0,0.0
5510,card 5959,1,1.0,0.0,0.0
5805,card 6223,3,3.0,0.0,0.0
5483,card 5934,6,6.0,0.0,0.0
5482,card 5933,2,2.0,0.0,0.0
5481,card 5932,3,3.0,0.0,0.0
5803,card 6221,2,2.0,0.0,0.0
5480,card 5931,3,3.0,0.0,0.0
5479,card 5930,2,2.0,0.0,0.0
5478,card 593,23,23.0,0.0,0.0
5477,card 5929,1,1.0,0.0,0.0
5476,card 5928,2,2.0,0.0,0.0
5475,card 5927,3,3.0,0.0,0.0
5474,card 5926,6,6.0,0.0,0.0
5473,card 5925,2,2.0,0.0,0.0
5485,card 5936,3,3.0,0.0,0.0
5472,card 5924,7,7.0,0.0,0.0
5471,card 5923,2,2.0,0.0,0.0
5470,card 5922,8,8.0,0.0,0.0
5469,card 5921,2,2.0,0.0,0.0
5468,card 5920,2,2.0,0.0,0.0
5467,card 592,11,11.0,0.0,0.0
5466,card 5919,2,2.0,0.0,0.0
5465,card 5918,3,3.0,0.0,0.0
5464,card 5917,3,3.0,0.0,0.0
5463,card 5916,2,2.0,0.0,0.0
5462,card 5915,1,1.0,0.0,0.0
5484,card 5935,1,1.0,0.0,0.0
5486,card 5937,2,2.0,0.0,0.0
5509,card 5958,1,1.0,0.0,0.0
5497,card 5947,1,1.0,0.0,0.0
5508,card 5957,2,2.0,0.0,0.0
5507,card 5956,2,2.0,0.0,0.0
5506,card 5955,6,6.0,0.0,0.0
5505,card 5954,1,1.0,0.0,0.0
5504,card 5953,1,1.0,0.0,0.0
5503,card 5952,3,3.0,0.0,0.0
5502,card 5951,3,3.0,0.0,0.0
5501,card 5950,1,1.0,0.0,0.0
5500,card 595,4,4.0,0.0,0.0
5499,card 5949,1,1.0,0.0,0.0
5498,card 5948,1,1.0,0.0,0.0
5800,card 6219,2,2.0,0.0,0.0
5487,card 5938,1,1.0,0.0,0.0
5496,card 5946,1,1.0,0.0,0.0
5495,card 5945,4,4.0,0.0,0.0
5494,card 5944,1,1.0,0.0,0.0
5801,card 622,56,56.0,0.0,0.0
5493,card 5943,3,3.0,0.0,0.0
5492,card 5942,1,1.0,0.0,0.0
5491,card 5941,1,1.0,0.0,0.0
5490,card 5940,6,6.0,0.0,0.0
5489,card 594,38,38.0,0.0,0.0
5802,card 6220,1,1.0,0.0,0.0
5488,card 5939,2,2.0,0.0,0.0
0,card 1,75,75.0,0.0,0.0
4925,card 5431,1,1.0,0.0,0.0
4968,card 5470,5,5.0,0.0,0.0
4289,card 486,37,37.0,0.0,0.0
4318,card 4886,1,1.0,0.0,0.0
4317,card 4885,3,3.0,0.0,0.0
4316,card 4884,5,5.0,0.0,0.0
4315,card 4883,1,1.0,0.0,0.0
4314,card 4882,8,8.0,0.0,0.0
4313,card 4881,1,1.0,0.0,0.0
4312,card 4880,5,5.0,0.0,0.0
4311,card 488,29,29.0,0.0,0.0
4310,card 4879,1,1.0,0.0,0.0
4309,card 4878,2,2.0,0.0,0.0
4308,card 4877,2,2.0,0.0,0.0
4307,card 4876,1,1.0,0.0,0.0
4306,card 4875,2,2.0,0.0,0.0
4305,card 4874,1,1.0,0.0,0.0
4304,card 4873,4,4.0,0.0,0.0
4302,card 4871,10,10.0,0.0,0.0
4301,card 4870,2,2.0,0.0,0.0
4300,card 487,34,34.0,0.0,0.0
4299,card 4869,4,4.0,0.0,0.0
4298,card 4868,2,2.0,0.0,0.0
4297,card 4867,6,6.0,0.0,0.0
4296,card 4866,6,6.0,0.0,0.0
4295,card 4865,9,9.0,0.0,0.0
4294,card 4864,1,1.0,0.0,0.0
4293,card 4863,2,2.0,0.0,0.0
4292,card 4862,3,3.0,0.0,0.0
4291,card 4861,4,4.0,0.0,0.0
4319,card 4887,1,1.0,0.0,0.0
4320,card 4888,5,5.0,0.0,0.0
4321,card 4889,1,1.0,0.0,0.0
4336,card 4901,15,15.0,0.0,0.0
4348,card 4912,1,1.0,0.0,0.0
4347,card 4911,12,12.0,0.0,0.0
4346,card 4910,2,2.0,0.0,0.0
4345,card 491,17,17.0,0.0,0.0
4344,card 4909,2,2.0,0.0,0.0
4343,card 4908,5,5.0,0.0,0.0
4342,card 4907,4,4.0,0.0,0.0
4341,card 4906,1,1.0,0.0,0.0
4340,card 4905,4,4.0,0.0,0.0
4339,card 4904,2,2.0,0.0,0.0
4338,card 4903,3,3.0,0.0,0.0
4337,card 4902,3,3.0,0.0,0.0
4335,card 4900,16,16.0,0.0,0.0
4322,card 489,1,1.0,0.0,0.0
4334,card 490,12,12.0,0.0,0.0
4333,card 49,136,136.0,0.0,0.0
4332,card 4899,3,3.0,0.0,0.0
4331,card 4898,3,3.0,0.0,0.0
4330,card 4897,1,1.0,0.0,0.0
4329,card 4896,10,10.0,0.0,0.0
4328,card 4895,1,1.0,0.0,0.0
4327,card 4894,7,7.0,0.0,0.0
4326,card 4893,3,3.0,0.0,0.0
4325,card 4892,2,2.0,0.0,0.0
4324,card 4891,2,2.0,0.0,0.0
4323,card 4890,11,11.0,0.0,0.0
4290,card 4860,1,1.0,0.0,0.0
4288,card 4859,10,10.0,0.0,0.0
4228,card 4804,9,9.0,0.0,0.0
4287,card 4858,5,5.0,0.0,0.0
4256,card 483,25,25.0,0.0,0.0
4255,card 4829,1,1.0,0.0,0.0
4254,card 4828,5,5.0,0.0,0.0
4253,card 4827,2,2.0,0.0,0.0
4252,card 4826,6,6.0,0.0,0.0
4251,card 4825,4,4.0,0.0,0.0
4250,card 4824,4,4.0,0.0,0.0
4249,card 4823,2,2.0,0.0,0.0
4248,card 4822,6,6.0,0.0,0.0
4247,card 4821,3,3.0,0.0,0.0
4246,card 4820,7,7.0,0.0,0.0
4245,card 482,61,61.0,0.0,0.0
4244,card 4819,3,3.0,0.0,0.0
4243,card 4818,1,1.0,0.0,0.0
4242,card 4817,6,6.0,0.0,0.0
4241,card 4816,1,1.0,0.0,0.0
4240,card 4815,5,5.0,0.0,0.0
4239,card 4814,1,1.0,0.0,0.0
4238,card 4813,2,2.0,0.0,0.0
4237,card 4812,1,1.0,0.0,0.0
4236,card 4811,2,2.0,0.0,0.0
4235,card 4810,1,1.0,0.0,0.0
4234,card 481,48,48.0,0.0,0.0
4233,card 4809,1,1.0,0.0,0.0
4232,card 4808,1,1.0,0.0,0.0
4231,card 4807,1,1.0,0.0,0.0
4230,card 4806,4,4.0,0.0,0.0
4257,card 4830,1,1.0,0.0,0.0
4258,card 4831,4,4.0,0.0,0.0
4259,card 4832,5,5.0,0.0,0.0
4274,card 4846,3,3.0,0.0,0.0
4286,card 4857,2,2.0,0.0,0.0
4285,card 4856,3,3.0,0.0,0.0
4284,card 4855,3,3.0,0.0,0.0
4283,card 4854,2,2.0,0.0,0.0
4282,card 4853,3,3.0,0.0,0.0
4281,card 4852,13,13.0,0.0,0.0
4280,card 4851,4,4.0,0.0,0.0
4279,card 4850,2,2.0,0.0,0.0
4278,card 485,18,18.0,0.0,0.0
4277,card 4849,1,1.0,0.0,0.0
4276,card 4848,2,2.0,0.0,0.0
4275,card 4847,2,2.0,0.0,0.0
4273,card 4845,3,3.0,0.0,0.0
4260,card 4833,5,5.0,0.0,0.0
4272,card 4844,2,2.0,0.0,0.0
4271,card 4843,14,14.0,0.0,0.0
4270,card 4842,3,3.0,0.0,0.0
4269,card 4841,3,3.0,0.0,0.0
4268,card 4840,1,1.0,0.0,0.0
4267,card 484,3,3.0,0.0,0.0
4266,card 4839,6,6.0,0.0,0.0
4265,card 4838,1,1.0,0.0,0.0
4264,card 4837,2,2.0,0.0,0.0
4263,card 4836,1,1.0,0.0,0.0
4262,card 4835,1,1.0,0.0,0.0
4261,card 4834,4,4.0,0.0,0.0
4349,card 4913,3,3.0,0.0,0.0
4350,card 4914,3,3.0,0.0,0.0
4352,card 4916,5,5.0,0.0,0.0
4353,card 4917,3,3.0,0.0,0.0
4444,card 5,17,17.0,0.0,0.0
4443,card 4999,1,1.0,0.0,0.0
4442,card 4998,1,1.0,0.0,0.0
4441,card 4997,11,11.0,0.0,0.0
4440,card 4996,2,2.0,0.0,0.0
4439,card 4995,4,4.0,0.0,0.0
4438,card 4994,3,3.0,0.0,0.0
4437,card 4993,2,2.0,0.0,0.0
4436,card 4992,1,1.0,0.0,0.0
4435,card 4991,1,1.0,0.0,0.0
4434,card 4990,1,1.0,0.0,0.0
4433,card 499,22,22.0,0.0,0.0
4432,card 4989,1,1.0,0.0,0.0
4431,card 4988,6,6.0,0.0,0.0
4430,card 4987,3,3.0,0.0,0.0
4429,card 4986,2,2.0,0.0,0.0
4428,card 4985,4,4.0,0.0,0.0
4427,card 4984,6,6.0,0.0,0.0
4426,card 4983,1,1.0,0.0,0.0
4425,card 4982,3,3.0,0.0,0.0
4424,card 4981,1,1.0,0.0,0.0
4423,card 4980,1,1.0,0.0,0.0
4421,card 4979,3,3.0,0.0,0.0
4420,card 4978,6,6.0,0.0,0.0
4419,card 4977,1,1.0,0.0,0.0
4418,card 4976,1,1.0,0.0,0.0
4417,card 4975,1,1.0,0.0,0.0
4445,card 50,148,148.0,0.0,0.0
4446,card 500,24,24.0,0.0,0.0
4447,card 5000,1,1.0,0.0,0.0
4462,card 5014,7,7.0,0.0,0.0
4474,card 5025,10,10.0,0.0,0.0
4473,card 5024,5,5.0,0.0,0.0
4472,card 5023,5,5.0,0.0,0.0
4471,card 5022,5,5.0,0.0,0.0
4470,card 5021,1,1.0,0.0,0.0
4469,card 5020,3,3.0,0.0,0.0
4468,card 502,133,133.0,0.0,0.0
4467,card 5019,4,4.0,0.0,0.0
4466,card 5018,1,1.0,0.0,0.0
4465,card 5017,1,1.0,0.0,0.0
4464,card 5016,2,2.0,0.0,0.0
4463,card 5015,2,2.0,0.0,0.0
4461,card 5013,6,6.0,0.0,0.0
4448,card 5001,1,1.0,0.0,0.0
4460,card 5012,3,3.0,0.0,0.0
4459,card 5011,8,8.0,0.0,0.0
4458,card 5010,7,7.0,0.0,0.0
4457,card 501,64,64.0,0.0,0.0
4456,card 5009,1,1.0,0.0,0.0
4455,card 5008,13,13.0,0.0,0.0
4454,card 5007,1,1.0,0.0,0.0
4453,card 5006,1,1.0,0.0,0.0
4452,card 5005,1,1.0,0.0,0.0
4451,card 5004,3,3.0,0.0,0.0
4450,card 5003,1,1.0,0.0,0.0
4449,card 5002,7,7.0,0.0,0.0
4416,card 4974,1,1.0,0.0,0.0
4415,card 4973,7,7.0,0.0,0.0
4414,card 4972,2,2.0,0.0,0.0
